Source,Target,Type,Label
Jimmy Dorsey,Perry Botkin,Undirected,THE JUDY CANOVA SHOW
Jimmy Dorsey,Rudy Wissler,Undirected,THE JUDY CANOVA SHOW
Jimmy Dorsey,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Jimmy Dorsey,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Johnny Desmond,Judy Canova,Undirected,THE JUDY CANOVA SHOW
Johnny Desmond,Paul Nero,Undirected,THE JUDY CANOVA SHOW
Johnny Desmond,Perry Botkin,Undirected,THE JUDY CANOVA SHOW
Johnny Desmond,Rudy Wissler,Undirected,THE JUDY CANOVA SHOW
Johnny Desmond,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Johnny Desmond,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Judy Canova,Paul Nero,Undirected,THE JUDY CANOVA SHOW
Judy Canova,Perry Botkin,Undirected,THE JUDY CANOVA SHOW
Judy Canova,Rudy Wissler,Undirected,THE JUDY CANOVA SHOW
Judy Canova,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Judy Canova,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Paul Nero,Perry Botkin,Undirected,THE JUDY CANOVA SHOW
Paul Nero,Rudy Wissler,Undirected,THE JUDY CANOVA SHOW
Paul Nero,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Paul Nero,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Perry Botkin,Rudy Wissler,Undirected,THE JUDY CANOVA SHOW
Perry Botkin,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Perry Botkin,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Rudy Wissler,The Mello-men,Undirected,THE JUDY CANOVA SHOW
Rudy Wissler,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
The Mello-men,Tommy Dorsey,Undirected,THE JUDY CANOVA SHOW
Ken Niles,Kenny Baker,Undirected,THE KENNY BAKER SHOW
Sheldon Leonard,Walter Tetley,Undirected,THE KID ON THE CORNER
Sheldon Leonard,Wendell Niles,Undirected,THE KID ON THE CORNER
Walter Tetley,Wendell Niles,Undirected,THE KID ON THE CORNER
Oliver Hardy,Stan Laurel,Undirected,THE LAUREL AND HARDY SHOW
Don Pardo,Lee Simms,Undirected,THE LEE SIMMS SHOW
Ken Niles,William Bendix,Undirected,THE LIFE OF RILEY
Earle Graser,John Todd,Undirected,THE LONE RANGER
Louella Parsons,Marvin Miller,Undirected,THE LOUELLA PARSONS SHOW
Bob Osterberg,Dick Sinclair,Undirected,THE MAGIC OF MUSIC
Anne Seymour,Don Pardo,Undirected,THE MAGNIFICENT MONTAGUE
Anne Seymour,Monty Woolley,Undirected,THE MAGNIFICENT MONTAGUE
Anne Seymour,Pert Kelton,Undirected,THE MAGNIFICENT MONTAGUE
Don Pardo,Monty Woolley,Undirected,THE MAGNIFICENT MONTAGUE
Don Pardo,Pert Kelton,Undirected,THE MAGNIFICENT MONTAGUE
Monty Woolley,Pert Kelton,Undirected,THE MAGNIFICENT MONTAGUE
Herbert Marshall,Wendell Niles,Undirected,THE MAN CALLED X
Bill Baldwin,Giselle Mackensie,Undirected,THE MARIO LANZA SHOW
Bill Baldwin,Mario Lanza,Undirected,THE MARIO LANZA SHOW
Giselle Mackensie,Mario Lanza,Undirected,THE MARIO LANZA SHOW
Ben Alexander,Dean Martin,Undirected,THE MARTIN AND LEWIS SHOW
Ben Alexander,Jerry Lewis,Undirected,THE MARTIN AND LEWIS SHOW
Ben Alexander,Sheldon Leonard,Undirected,THE MARTIN AND LEWIS SHOW
Dean Martin,Jerry Lewis,Undirected,THE MARTIN AND LEWIS SHOW
Dean Martin,Sheldon Leonard,Undirected,THE MARTIN AND LEWIS SHOW
Jerry Lewis,Sheldon Leonard,Undirected,THE MARTIN AND LEWIS SHOW
Bud Collyer,Mary Small,Undirected,THE MARY SMALL SHOW
Howard Duff,Sheldon Leonard,Undirected,THE MCCOY
Clarence Nash,Florence Gill,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Clarence Nash,John Hiestan,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Clarence Nash,Stuart Buchanan,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Clarence Nash,Thelma Boardman,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Clarence Nash,Walt Disney,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Florence Gill,John Hiestan,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Florence Gill,Stuart Buchanan,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Florence Gill,Thelma Boardman,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Florence Gill,Walt Disney,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
John Hiestan,Stuart Buchanan,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
John Hiestan,Thelma Boardman,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
John Hiestan,Walt Disney,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Stuart Buchanan,Thelma Boardman,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Stuart Buchanan,Walt Disney,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Thelma Boardman,Walt Disney,Undirected,THE MICKEY MOUSE THEATER OF THE AIR
Don Pardo,Mindy Carson,Undirected,THE MINDY CARSON SHOW
Carl Warren,Cecil Roy,Undirected,THE MINSTREL TRAIN
Carl Warren,Elizabeth Morgan,Undirected,THE MINSTREL TRAIN
Carl Warren,Florence Mcmichael,Undirected,THE MINSTREL TRAIN
Carl Warren,Tiny Ruffner,Undirected,THE MINSTREL TRAIN
Cecil Roy,Elizabeth Morgan,Undirected,THE MINSTREL TRAIN
Cecil Roy,Florence Mcmichael,Undirected,THE MINSTREL TRAIN
Cecil Roy,Tiny Ruffner,Undirected,THE MINSTREL TRAIN
Elizabeth Morgan,Florence Mcmichael,Undirected,THE MINSTREL TRAIN
Elizabeth Morgan,Tiny Ruffner,Undirected,THE MINSTREL TRAIN
Florence Mcmichael,Tiny Ruffner,Undirected,THE MINSTREL TRAIN
Frank Graham,Nelson Eddy,Undirected,THE NELSON EDDY SHOW
Frank Graham,Tommy Riggs,Undirected,THE NEW SWAN SHOW
Frank Graham,Verna Felton,Undirected,THE NEW SWAN SHOW
Tommy Riggs,Verna Felton,Undirected,THE NEW SWAN SHOW
Bob Williams,Harold Lloyd,Undirected,THE OLD GOLD COMEDY THEATER
Chick Johson,Gertrude Neisen,Undirected,THE OLSEN AND JOHNSON SHOW
Chick Johson,Ole Olsen,Undirected,THE OLSEN AND JOHNSON SHOW
Gertrude Neisen,Ole Olsen,Undirected,THE OLSEN AND JOHNSON SHOW
Fred Astaire,Ken Carpenter,Undirected,THE PACKARD HOUR
Eugenie Baird,Johnny Thompson,Undirected,THE PAUL WHITEMAN SHOW
Eugenie Baird,Paul Douglas,Undirected,THE PAUL WHITEMAN SHOW
Eugenie Baird,The Joe Moony Quartet,Undirected,THE PAUL WHITEMAN SHOW
Johnny Thompson,Paul Douglas,Undirected,THE PAUL WHITEMAN SHOW
Johnny Thompson,The Joe Moony Quartet,Undirected,THE PAUL WHITEMAN SHOW
Paul Douglas,The Joe Moony Quartet,Undirected,THE PAUL WHITEMAN SHOW
Bea Benaderet,Gale Gordon,Undirected,THE PENNY SINGLETON SHOW
Bea Benaderet,Jim Backus,Undirected,THE PENNY SINGLETON SHOW
Bea Benaderet,Mary Lee Robb,Undirected,THE PENNY SINGLETON SHOW
Bea Benaderet,Penny Singleton,Undirected,THE PENNY SINGLETON SHOW
Bea Benaderet,Sheilah James,Undirected,THE PENNY SINGLETON SHOW
Gale Gordon,Jim Backus,Undirected,THE PENNY SINGLETON SHOW
Gale Gordon,Mary Lee Robb,Undirected,THE PENNY SINGLETON SHOW
Gale Gordon,Penny Singleton,Undirected,THE PENNY SINGLETON SHOW
Gale Gordon,Sheilah James,Undirected,THE PENNY SINGLETON SHOW
Jim Backus,Mary Lee Robb,Undirected,THE PENNY SINGLETON SHOW
Jim Backus,Penny Singleton,Undirected,THE PENNY SINGLETON SHOW
Jim Backus,Sheilah James,Undirected,THE PENNY SINGLETON SHOW
Mary Lee Robb,Penny Singleton,Undirected,THE PENNY SINGLETON SHOW
Mary Lee Robb,Sheilah James,Undirected,THE PENNY SINGLETON SHOW
Penny Singleton,Sheilah James,Undirected,THE PENNY SINGLETON SHOW
Dennis James,Peter Donald,Undirected,THE PETER DONALD SHOW
Alice Faye,Anne Whitfield,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Alice Faye,Elliott Lewis,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Alice Faye,Jeanine Rose,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Alice Faye,Phil Harris,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Alice Faye,Walter Tetley,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Alice Faye,Bill Forman,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Anne Whitfield,Elliott Lewis,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Anne Whitfield,Jeanine Rose,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Anne Whitfield,Phil Harris,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Anne Whitfield,Walter Tetley,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Anne Whitfield,Bill Forman,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Elliott Lewis,Jeanine Rose,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Elliott Lewis,Phil Harris,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Elliott Lewis,Walter Tetley,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Elliott Lewis,Bill Forman,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Jeanine Rose,Phil Harris,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Jeanine Rose,Walter Tetley,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Jeanine Rose,Bill Forman,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Phil Harris,Walter Tetley,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Phil Harris,Bill Forman,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Walter Tetley,Bill Forman,Undirected,THE PHIL HARRIS - ALICE FAYE SHOW
Alan Tilvern,George Coulouris,Undirected,THE PRICE OF SILENCE
Alan Tilvern,Ian Hendry,Undirected,THE PRICE OF SILENCE
Alan Tilvern,Paul Hardwick,Undirected,THE PRICE OF SILENCE
Alan Tilvern,Toby Robins,Undirected,THE PRICE OF SILENCE
George Coulouris,Ian Hendry,Undirected,THE PRICE OF SILENCE
George Coulouris,Paul Hardwick,Undirected,THE PRICE OF SILENCE
George Coulouris,Toby Robins,Undirected,THE PRICE OF SILENCE
Ian Hendry,Paul Hardwick,Undirected,THE PRICE OF SILENCE
Ian Hendry,Toby Robins,Undirected,THE PRICE OF SILENCE
Paul Hardwick,Toby Robins,Undirected,THE PRICE OF SILENCE
Alexander Scourby,Arthur Vinton,Undirected,THE RADIO EDITION OF THE BIBLE
Alexander Scourby,Bud Collyer,Undirected,THE RADIO EDITION OF THE BIBLE
Alexander Scourby,John Merlin,Undirected,THE RADIO EDITION OF THE BIBLE
Alexander Scourby,Ray Morgan,Undirected,THE RADIO EDITION OF THE BIBLE
Alexander Scourby,Sidney Slon,Undirected,THE RADIO EDITION OF THE BIBLE
Arthur Vinton,Bud Collyer,Undirected,THE RADIO EDITION OF THE BIBLE
Arthur Vinton,John Merlin,Undirected,THE RADIO EDITION OF THE BIBLE
Arthur Vinton,Ray Morgan,Undirected,THE RADIO EDITION OF THE BIBLE
Arthur Vinton,Sidney Slon,Undirected,THE RADIO EDITION OF THE BIBLE
Bud Collyer,John Merlin,Undirected,THE RADIO EDITION OF THE BIBLE
Bud Collyer,Ray Morgan,Undirected,THE RADIO EDITION OF THE BIBLE
Bud Collyer,Sidney Slon,Undirected,THE RADIO EDITION OF THE BIBLE
John Merlin,Ray Morgan,Undirected,THE RADIO EDITION OF THE BIBLE
John Merlin,Sidney Slon,Undirected,THE RADIO EDITION OF THE BIBLE
Ray Morgan,Sidney Slon,Undirected,THE RADIO EDITION OF THE BIBLE
Deems Taylor,Glenn Riggs,Undirected,THE RADIO HALL OF FAME
Gordon Jenkins' Orchestra,Martha Tilton,Undirected,THE RANSOM SHERMAN SHOW
Gordon Jenkins' Orchestra,Ransom Sherman,Undirected,THE RANSOM SHERMAN SHOW
Martha Tilton,Ransom Sherman,Undirected,THE RANSOM SHERMAN SHOW
Howard Petrie,Ray Bolger,Undirected,THE RAY BOLGER SHOW
Del Sharbutt,Dotty O'brian,Undirected,THE RED NICHOLS SHOW
Del Sharbutt,Red Nichols And The Five Pennys,Undirected,THE RED NICHOLS SHOW
Dotty O'brian,Red Nichols And The Five Pennys,Undirected,THE RED NICHOLS SHOW
Adolphe Green,Betty Comden,Undirected,THE REVUERS
Adolphe Green,Milton Cross,Undirected,THE REVUERS
Betty Comden,Milton Cross,Undirected,THE REVUERS
Clarence Hartzell,Curley Bradley,Undirected,THE ROAD TO DANGER
Bea Benaderet,Charles Ruggles,Undirected,THE ROMA WINE SHOW
Bea Benaderet,Frank Martin,Undirected,THE ROMA WINE SHOW
Bea Benaderet,Mary Astor,Undirected,THE ROMA WINE SHOW
Bea Benaderet,Misha Ayer,Undirected,THE ROMA WINE SHOW
Charles Ruggles,Frank Martin,Undirected,THE ROMA WINE SHOW
Charles Ruggles,Mary Astor,Undirected,THE ROMA WINE SHOW
Charles Ruggles,Misha Ayer,Undirected,THE ROMA WINE SHOW
Frank Martin,Mary Astor,Undirected,THE ROMA WINE SHOW
Frank Martin,Misha Ayer,Undirected,THE ROMA WINE SHOW
Mary Astor,Misha Ayer,Undirected,THE ROMA WINE SHOW
Johnny Jacobs,Rosemary Clooney,Undirected,THE ROSEMARY CLOONEY SHOW
Art Balinger,Bob Nolan,Undirected,THE ROY ROGERS SHOW
Art Balinger,Pat Friday,Undirected,THE ROY ROGERS SHOW
Art Balinger,Roy Rogers,Undirected,THE ROY ROGERS SHOW
Bob Nolan,Pat Friday,Undirected,THE ROY ROGERS SHOW
Bob Nolan,Roy Rogers,Undirected,THE ROY ROGERS SHOW
Pat Friday,Roy Rogers,Undirected,THE ROY ROGERS SHOW
Charlie Ruggles,Hanley Stafford,Undirected,THE RUGGLES
Charlie Ruggles,Olan Soule,Undirected,THE RUGGLES
Charlie Ruggles,Roy Rowan,Undirected,THE RUGGLES
Hanley Stafford,Olan Soule,Undirected,THE RUGGLES
Hanley Stafford,Roy Rowan,Undirected,THE RUGGLES
Olan Soule,Roy Rowan,Undirected,THE RUGGLES
Dick Joy,Herb Vigran,Undirected,THE SAD SACK
Dick Joy,Jim Backus,Undirected,THE SAD SACK
Dick Joy,Ken Christy,Undirected,THE SAD SACK
Dick Joy,Patsy Moran,Undirected,THE SAD SACK
Dick Joy,Sandra Gould,Undirected,THE SAD SACK
Herb Vigran,Jim Backus,Undirected,THE SAD SACK
Herb Vigran,Ken Christy,Undirected,THE SAD SACK
Herb Vigran,Patsy Moran,Undirected,THE SAD SACK
Herb Vigran,Sandra Gould,Undirected,THE SAD SACK
Jim Backus,Ken Christy,Undirected,THE SAD SACK
Jim Backus,Patsy Moran,Undirected,THE SAD SACK
Jim Backus,Sandra Gould,Undirected,THE SAD SACK
Ken Christy,Patsy Moran,Undirected,THE SAD SACK
Ken Christy,Sandra Gould,Undirected,THE SAD SACK
Patsy Moran,Sandra Gould,Undirected,THE SAD SACK
Bill Johnstone,Bret Morrison,Undirected,THE SHADOW
Bill Johnstone,Frank Readick Jr.,Undirected,THE SHADOW
Bill Johnstone,Gertrude Warner,Undirected,THE SHADOW
Bill Johnstone,John Archer,Undirected,THE SHADOW
Bill Johnstone,Ken Roberts,Undirected,THE SHADOW
Bill Johnstone,Laura Mae Carpenter,Undirected,THE SHADOW
Bill Johnstone,Marion Sharkley,Undirected,THE SHADOW
Bill Johnstone,Marjorie Anderson,Undirected,THE SHADOW
Bill Johnstone,Steve Courtleigh,Undirected,THE SHADOW
Bret Morrison,Frank Readick Jr.,Undirected,THE SHADOW
Bret Morrison,Gertrude Warner,Undirected,THE SHADOW
Bret Morrison,John Archer,Undirected,THE SHADOW
Bret Morrison,Ken Roberts,Undirected,THE SHADOW
Bret Morrison,Laura Mae Carpenter,Undirected,THE SHADOW
Bret Morrison,Marion Sharkley,Undirected,THE SHADOW
Bret Morrison,Marjorie Anderson,Undirected,THE SHADOW
Bret Morrison,Steve Courtleigh,Undirected,THE SHADOW
Frank Readick Jr.,Gertrude Warner,Undirected,THE SHADOW
Frank Readick Jr.,John Archer,Undirected,THE SHADOW
Frank Readick Jr.,Ken Roberts,Undirected,THE SHADOW
Frank Readick Jr.,Laura Mae Carpenter,Undirected,THE SHADOW
Frank Readick Jr.,Marion Sharkley,Undirected,THE SHADOW
Frank Readick Jr.,Marjorie Anderson,Undirected,THE SHADOW
Frank Readick Jr.,Steve Courtleigh,Undirected,THE SHADOW
Gertrude Warner,John Archer,Undirected,THE SHADOW
Gertrude Warner,Ken Roberts,Undirected,THE SHADOW
Gertrude Warner,Laura Mae Carpenter,Undirected,THE SHADOW
Gertrude Warner,Marion Sharkley,Undirected,THE SHADOW
Gertrude Warner,Marjorie Anderson,Undirected,THE SHADOW
Gertrude Warner,Steve Courtleigh,Undirected,THE SHADOW
John Archer,Ken Roberts,Undirected,THE SHADOW
John Archer,Laura Mae Carpenter,Undirected,THE SHADOW
John Archer,Marion Sharkley,Undirected,THE SHADOW
John Archer,Marjorie Anderson,Undirected,THE SHADOW
John Archer,Steve Courtleigh,Undirected,THE SHADOW
Ken Roberts,Laura Mae Carpenter,Undirected,THE SHADOW
Ken Roberts,Marion Sharkley,Undirected,THE SHADOW
Ken Roberts,Marjorie Anderson,Undirected,THE SHADOW
Ken Roberts,Steve Courtleigh,Undirected,THE SHADOW
Laura Mae Carpenter,Marion Sharkley,Undirected,THE SHADOW
Laura Mae Carpenter,Marjorie Anderson,Undirected,THE SHADOW
Laura Mae Carpenter,Steve Courtleigh,Undirected,THE SHADOW
Marion Sharkley,Marjorie Anderson,Undirected,THE SHADOW
Marion Sharkley,Steve Courtleigh,Undirected,THE SHADOW
Marjorie Anderson,Steve Courtleigh,Undirected,THE SHADOW
Don Mccall,Sheila Graham,Undirected,THE SHEILA GRAHAM SHOW
Art Hannes,Robert Q. Lewis,Undirected,THE SHOW GOES ON
Jack Carson,Johnny Frasier,Undirected,THE SIGNAL CARNIVAL
Jack Carson,Kay St. Germain,Undirected,THE SIGNAL CARNIVAL
Jack Carson,Vera Vague,Undirected,THE SIGNAL CARNIVAL
Johnny Frasier,Kay St. Germain,Undirected,THE SIGNAL CARNIVAL
Johnny Frasier,Vera Vague,Undirected,THE SIGNAL CARNIVAL
Kay St. Germain,Vera Vague,Undirected,THE SIGNAL CARNIVAL
Arthur Treacher,Brenda Marshall,Undirected,THE SMITHS OF HOLLYWOOD
Arthur Treacher,Harry Von Zell,Undirected,THE SMITHS OF HOLLYWOOD
Arthur Treacher,Jan Ford,Undirected,THE SMITHS OF HOLLYWOOD
Arthur Treacher,Tyler Mc Vey,Undirected,THE SMITHS OF HOLLYWOOD
Brenda Marshall,Harry Von Zell,Undirected,THE SMITHS OF HOLLYWOOD
Brenda Marshall,Jan Ford,Undirected,THE SMITHS OF HOLLYWOOD
Brenda Marshall,Tyler Mc Vey,Undirected,THE SMITHS OF HOLLYWOOD
Harry Von Zell,Jan Ford,Undirected,THE SMITHS OF HOLLYWOOD
Harry Von Zell,Tyler Mc Vey,Undirected,THE SMITHS OF HOLLYWOOD
Jan Ford,Tyler Mc Vey,Undirected,THE SMITHS OF HOLLYWOOD
Doodles Weaver,Spike Jones,Undirected,THE SPIKE JONES SHOW
Doodles Weaver,The City Slickers,Undirected,THE SPIKE JONES SHOW
Spike Jones,The City Slickers,Undirected,THE SPIKE JONES SHOW
Douglas Mead,Fred Howard,Undirected,THE STORY OF AUNT MARY
Douglas Mead,Jane Morgan,Undirected,THE STORY OF AUNT MARY
Douglas Mead,Jane Webb,Undirected,THE STORY OF AUNT MARY
Douglas Mead,Patrick McGeehan,Undirected,THE STORY OF AUNT MARY
Fred Howard,Jane Morgan,Undirected,THE STORY OF AUNT MARY
Fred Howard,Jane Webb,Undirected,THE STORY OF AUNT MARY
Fred Howard,Patrick McGeehan,Undirected,THE STORY OF AUNT MARY
Jane Morgan,Jane Webb,Undirected,THE STORY OF AUNT MARY
Jane Morgan,Patrick McGeehan,Undirected,THE STORY OF AUNT MARY
Jane Webb,Patrick McGeehan,Undirected,THE STORY OF AUNT MARY
Lew Ayres,Lionel Barrymore,Undirected,THE STORY OF DR KILDARE
Jinx Falkenburg,Tex Mccrary,Undirected,THE TEX AND JINX SHOW
Al Nevins,Artie Dunn,Undirected,THE THREE SUNS SHOW
Al Nevins,Morty Nevins,Undirected,THE THREE SUNS SHOW
Al Nevins,Phil Malcom,Undirected,THE THREE SUNS SHOW
Artie Dunn,Morty Nevins,Undirected,THE THREE SUNS SHOW
Artie Dunn,Phil Malcom,Undirected,THE THREE SUNS SHOW
Morty Nevins,Phil Malcom,Undirected,THE THREE SUNS SHOW
Don Stanley,Phil Ohman,Undirected,THE TIME THE PLACE AND THE TUNE
Tommy Dorsey,Tony La Frano,Undirected,THE TOMMY DORSEY PLAYSHOP
Franklyn Maccormack,Wayne King,Undirected,THE WAYNE KING SHOW
Freddy Martin,Wendell Niles,Undirected,THE WINNER
Herb Butterfield,John Holtman,Undirected,THIS FABULOUS WORLD
Larry Keating,Stacy Harris,Undirected,THIS IS YOUR FBI
Bert Lahr,Hanley Stafford,Undirected,THREE OF A KIND
Bert Lahr,Ilka Chase,Undirected,THREE OF A KIND
Bert Lahr,John Brown,Undirected,THREE OF A KIND
Hanley Stafford,Ilka Chase,Undirected,THREE OF A KIND
Hanley Stafford,John Brown,Undirected,THREE OF A KIND
Ilka Chase,John Brown,Undirected,THREE OF A KIND
Merle Travis,Tex Ritter,Undirected,THREE PAIRS AND AN ACE
Perry Dicky,Jimmie Mcclean,Undirected,THREE STRIKES AND YOU'RE OUT
Lee Vines,Robert Readick,Undirected,TIME FOR LOVE
Hal March,Mary Jane Croft,Undirected,TOO MANY COOKS
Hal March,Roy Rowan,Undirected,TOO MANY COOKS
Mary Jane Croft,Roy Rowan,Undirected,TOO MANY COOKS
Dan Seymour,Kay Thompson,Undirected,TROMMER'S TROOPERS
Dan Seymour,Lou Holtz,Undirected,TROMMER'S TROOPERS
Dan Seymour,Ted Husing,Undirected,TROMMER'S TROOPERS
Kay Thompson,Lou Holtz,Undirected,TROMMER'S TROOPERS
Kay Thompson,Ted Husing,Undirected,TROMMER'S TROOPERS
Lou Holtz,Ted Husing,Undirected,TROMMER'S TROOPERS
Charlie Jordan,Vera Massey,Undirected,TUNE TIME
Forrest Lewis,Peggy Webber,Undirected,UNCLE JUDGE BEN
Forrest Lewis,William Green,Undirected,UNCLE JUDGE BEN
Peggy Webber,William Green,Undirected,UNCLE JUDGE BEN
Nathan Van Cleave,Tom Reddy,Undirected,VARIATIONS BY VAN CLEAVE
Dave Roberts,Vernon Crane,Undirected,VERNON CRANE'S STORYBOOK
Benny Goodman And His Orchestra,Don Wilson,Undirected,VICTOR BORGE SHOW
Benny Goodman And His Orchestra,Victor Borge,Undirected,VICTOR BORGE SHOW
Don Wilson,Victor Borge,Undirected,VICTOR BORGE SHOW
Clarence Cassell,Harry Bartell,Undirected,VIOLENCE
Olan Soule,Patricia Dunlap,Undirected,WAYSIDE THEATRE
Joe Laurie Jr.,Joseph Granby,Undirected,WE ARE ALWAYS YOUNG
Joe Laurie Jr.,Leonard Sterling,Undirected,WE ARE ALWAYS YOUNG
Joe Laurie Jr.,Pert Kelton,Undirected,WE ARE ALWAYS YOUNG
Joe Laurie Jr.,William Janney,Undirected,WE ARE ALWAYS YOUNG
Joseph Granby,Leonard Sterling,Undirected,WE ARE ALWAYS YOUNG
Joseph Granby,Pert Kelton,Undirected,WE ARE ALWAYS YOUNG
Joseph Granby,William Janney,Undirected,WE ARE ALWAYS YOUNG
Leonard Sterling,Pert Kelton,Undirected,WE ARE ALWAYS YOUNG
Leonard Sterling,William Janney,Undirected,WE ARE ALWAYS YOUNG
Pert Kelton,William Janney,Undirected,WE ARE ALWAYS YOUNG
Bob Bentz,Jane Morgan,Undirected,WHAT'S THE MATTER WITH FATHER
Bob Bentz,Ken Niles,Undirected,WHAT'S THE MATTER WITH FATHER
Jane Morgan,Ken Niles,Undirected,WHAT'S THE MATTER WITH FATHER
Lurene Tuttle,Ted Osborn,Undirected,WHITE FIRES OF INSPIRATION
Andy Devine,Barney Phillips,Undirected,WILD BILL HICKOK
Andy Devine,Charlie Lung,Undirected,WILD BILL HICKOK
Andy Devine,Guy Madison,Undirected,WILD BILL HICKOK
Andy Devine,Howard Mcnear,Undirected,WILD BILL HICKOK
Andy Devine,Paul Frees,Undirected,WILD BILL HICKOK
Andy Devine,Ralph Moody,Undirected,WILD BILL HICKOK
Andy Devine,Will Wright,Undirected,WILD BILL HICKOK
Barney Phillips,Charlie Lung,Undirected,WILD BILL HICKOK
Barney Phillips,Guy Madison,Undirected,WILD BILL HICKOK
Barney Phillips,Howard Mcnear,Undirected,WILD BILL HICKOK
Barney Phillips,Paul Frees,Undirected,WILD BILL HICKOK
Barney Phillips,Ralph Moody,Undirected,WILD BILL HICKOK
Barney Phillips,Will Wright,Undirected,WILD BILL HICKOK
Charlie Lung,Guy Madison,Undirected,WILD BILL HICKOK
Charlie Lung,Howard Mcnear,Undirected,WILD BILL HICKOK
Charlie Lung,Paul Frees,Undirected,WILD BILL HICKOK
Charlie Lung,Ralph Moody,Undirected,WILD BILL HICKOK
Charlie Lung,Will Wright,Undirected,WILD BILL HICKOK
Guy Madison,Howard Mcnear,Undirected,WILD BILL HICKOK
Guy Madison,Paul Frees,Undirected,WILD BILL HICKOK
Guy Madison,Ralph Moody,Undirected,WILD BILL HICKOK
Guy Madison,Will Wright,Undirected,WILD BILL HICKOK
Howard Mcnear,Paul Frees,Undirected,WILD BILL HICKOK
Howard Mcnear,Ralph Moody,Undirected,WILD BILL HICKOK
Howard Mcnear,Will Wright,Undirected,WILD BILL HICKOK
Paul Frees,Ralph Moody,Undirected,WILD BILL HICKOK
Paul Frees,Will Wright,Undirected,WILD BILL HICKOK
Ralph Moody,Will Wright,Undirected,WILD BILL HICKOK
Fred Uttal,Steve Stran,Undirected,YES OR NO
George Fenneman,Groucho Marx,Undirected,YOU BET YOUR LIFE
Bill Aaron,Lee Giroux,Undirected,YOU CAN BE AN ACTOR
Janet Waldo,Jerry Housner,Undirected,YOUNG LOVE
Janet Waldo,Jimmy Lydon,Undirected,YOUNG LOVE
Janet Waldo,John Houston,Undirected,YOUNG LOVE
Janet Waldo,Larry Thor,Undirected,YOUNG LOVE
Jerry Housner,Jimmy Lydon,Undirected,YOUNG LOVE
Jerry Housner,John Houston,Undirected,YOUNG LOVE
Jerry Housner,Larry Thor,Undirected,YOUNG LOVE
Jimmy Lydon,John Houston,Undirected,YOUNG LOVE
Jimmy Lydon,Larry Thor,Undirected,YOUNG LOVE
John Houston,Larry Thor,Undirected,YOUNG LOVE
Bernadine Flynn,Durward Kirby,Undirected,YOUR DAYTIME RADIO NEWSPAPER
Clifton Young,George O'hanlon,Undirected,YOUR PREVIEW THEATER OF THE AIR
Clifton Young,Marcie Mcguire,Undirected,YOUR PREVIEW THEATER OF THE AIR
George O'hanlon,Marcie Mcguire,Undirected,YOUR PREVIEW THEATER OF THE AIR
